SCOPE,AGGREGATION LEVEL,YEAR,DISTRICT NUMBER,DISTRICT NAME,REGION,CHARTER STATUS,ALL ENROLLMENT,AT RISK,BILINGUAL,DYSLEXIC,ECONOMICALLY DISADVANTAGED,EMERGENT BILINGUAL/ENGLISH LEARNER,ESL,FOSTER CARE,GIFTED & TALENTED,HOMELESS,MILITARY CONNECTED,SECTION 504,SPECIAL EDUCATION,TITLE I
STATE,DISTRICT,2021-2022,101837,CALVIN NELMS CHARTER SCHOOLS,4,OPEN ENROLLMENT CHARTER,304,118,0,-999,141,24,22,-999,0,0,21,16,30,0
STATE,DISTRICT,2021-2022,166901,CAMERON ISD,6,TRADITIONAL ISD/CSD,1569,850,0,105,1179,201,199,0,100,16,31,187,147,1569
STATE,DISTRICT,2021-2022,116910,CAMPBELL ISD,10,TRADITIONAL ISD/CSD,303,114,0,13,191,41,39,0,12,0,14,22,69,147
STATE,DISTRICT,2021-2022,106901,CANADIAN ISD,16,TRADITIONAL ISD/CSD,841,257,0,99,338,116,116,0,49,0,0,113,95,561
STATE,DISTRICT,2021-2022,234902,CANTON ISD,10,TRADITIONAL ISD/CSD,2284,925,0,211,1023,91,91,10,115,-999,110,248,225,1577
STATE,DISTRICT,2021-2022,71907,CANUTILLO ISD,19,TRADITIONAL ISD/CSD,6091,4410,1268,125,3712,1991,890,-999,626,164,803,360,625,6091
STATE,DISTRICT,2021-2022,191901,CANYON ISD,16,TRADITIONAL ISD/CSD,10711,3572,0,508,3652,329,141,63,414,67,154,925,1350,2643
STATE,DISTRICT,2021-2022,201913,CARLISLE ISD,7,TRADITIONAL ISD/CSD,608,376,0,44,469,234,169,-999,30,0,12,44,84,607
STATE,DISTRICT,2021-2022,64903,CARRIZO SPRINGS CISD,20,TRADITIONAL ISD/CSD,1923,1231,55,120,1490,104,32,14,133,41,-999,164,181,1923
STATE,DISTRICT,2021-2022,220919,CARROLL ISD,11,TRADITIONAL ISD/CSD,8389,1230,0,407,120,276,276,-999,2063,-999,160,850,645,48
STATE,DISTRICT,2021-2022,57903,CARROLLTON-FARMERS BRANCH ISD,10,TRADITIONAL ISD/CSD,24939,14175,2691,831,15840,8728,5143,0,2408,441,10,1023,3509,22972
STATE,DISTRICT,2021-2022,183902,CARTHAGE ISD,7,TRADITIONAL ISD/CSD,2674,1183,0,98,1582,230,228,-999,162,-999,38,158,337,2674
STATE,DISTRICT,2021-2022,220917,CASTLEBERRY ISD,11,TRADITIONAL ISD/CSD,3639,2731,611,137,3204,1347,750,-999,249,-999,63,229,484,3639
STATE,DISTRICT,2021-2022,1902,CAYUGA ISD,7,TRADITIONAL ISD/CSD,576,228,0,38,234,-999,-999,0,35,-999,-999,52,86,576
STATE,DISTRICT,2021-2022,57904,CEDAR HILL ISD,10,TRADITIONAL ISD/CSD,7120,3286,213,172,4672,579,219,50,390,-999,228,301,573,6514
STATE,DISTRICT,2021-2022,227817,CEDARS INTERNATIONAL ACADEMY,13,OPEN ENROLLMENT CHARTER,496,274,102,57,406,259,157,0,12,-999,-999,34,81,383
STATE,DISTRICT,2021-2022,116902,CELESTE ISD,10,TRADITIONAL ISD/CSD,485,143,0,47,266,27,27,0,23,-999,13,39,76,338
STATE,DISTRICT,2021-2022,43903,CELINA ISD,10,TRADITIONAL ISD/CSD,3359,1027,120,186,491,271,148,0,175,-999,80,423,391,951
STATE,DISTRICT,2021-2022,210901,CENTER ISD,7,TRADITIONAL ISD/CSD,2525,1624,94,170,1833,818,549,-999,55,-999,-999,187,339,2525
STATE,DISTRICT,2021-2022,133901,CENTER POINT ISD,20,TRADITIONAL ISD/CSD,535,343,0,38,364,121,121,-999,29,-999,11,53,90,535
STATE,DISTRICT,2021-2022,145902,CENTERVILLE ISD,6,TRADITIONAL ISD/CSD,715,318,0,107,358,24,23,0,21,44,11,124,78,385
STATE,DISTRICT,2021-2022,228904,CENTERVILLE ISD,6,TRADITIONAL ISD/CSD,138,-999,0,10,78,0,0,0,-999,0,-999,-999,18,138
STATE,DISTRICT,2021-2022,174908,CENTRAL HEIGHTS ISD,7,TRADITIONAL ISD/CSD,1137,255,0,55,489,60,61,0,74,0,30,85,93,510
STATE,DISTRICT,2021-2022,3907,CENTRAL ISD,7,TRADITIONAL ISD/CSD,1455,598,0,64,819,73,71,-999,82,-999,77,128,222,1455
STATE,DISTRICT,2021-2022,101905,CHANNELVIEW ISD,4,TRADITIONAL ISD/CSD,9509,6297,2087,255,7482,3843,1540,26,456,52,11,287,1089,6521
STATE,DISTRICT,2021-2022,103901,CHANNING ISD,16,TRADITIONAL ISD/CSD,163,105,0,-999,112,30,30,0,-999,-999,-999,12,19,163
STATE,DISTRICT,2021-2022,227814,CHAPARRAL STAR ACADEMY,13,OPEN ENROLLMENT CHARTER,354,87,0,-999,24,45,44,0,0,0,0,16,-999,0
STATE,DISTRICT,2021-2022,220815,CHAPEL HILL ACADEMY,11,OPEN ENROLLMENT CHARTER,693,91,0,16,447,74,71,-999,96,-999,-999,36,56,691
STATE,DISTRICT,2021-2022,212909,CHAPEL HILL ISD,7,TRADITIONAL ISD/CSD,3397,2257,457,302,2765,852,382,18,237,93,25,366,478,1806
STATE,DISTRICT,2021-2022,225906,CHAPEL HILL ISD,8,TRADITIONAL ISD/CSD,1046,306,0,100,461,182,164,-999,87,-999,0,138,126,1045
STATE,DISTRICT,2021-2022,7901,CHARLOTTE ISD,20,TRADITIONAL ISD/CSD,397,282,0,21,272,26,25,-999,18,0,-999,53,56,397
STATE,DISTRICT,2021-2022,206903,CHEROKEE ISD,15,TRADITIONAL ISD/CSD,128,37,0,12,67,-999,-999,-999,-999,-999,0,17,17,127
STATE,DISTRICT,2021-2022,229906,CHESTER ISD,5,TRADITIONAL ISD/CSD,213,86,0,16,120,0,0,-999,-999,0,0,39,20,212
STATE,DISTRICT,2021-2022,249904,CHICO ISD,11,TRADITIONAL ISD/CSD,576,196,0,31,297,66,66,-999,34,33,-999,72,72,289
STATE,DISTRICT,2021-2022,38901,CHILDRESS ISD,16,TRADITIONAL ISD/CSD,1014,395,0,32,545,35,35,-999,56,-999,20,98,143,1014
STATE,DISTRICT,2021-2022,99902,CHILLICOTHE ISD,9,TRADITIONAL ISD/CSD,199,128,0,19,167,35,35,0,14,0,0,17,38,199
STATE,DISTRICT,2021-2022,73901,CHILTON ISD,12,TRADITIONAL ISD/CSD,547,307,0,29,478,112,99,-999,23,-999,-999,33,59,547
STATE,DISTRICT,2021-2022,161920,CHINA SPRING ISD,12,TRADITIONAL ISD/CSD,2958,593,0,300,1028,77,75,-999,239,-999,126,482,321,927
STATE,DISTRICT,2021-2022,174901,CHIRENO ISD,7,TRADITIONAL ISD/CSD,408,93,0,11,261,37,36,0,38,0,-999,25,66,408
STATE,DISTRICT,2021-2022,139905,CHISUM ISD,8,TRADITIONAL ISD/CSD,1145,449,0,132,522,66,63,0,57,-999,-999,220,135,1145
STATE,DISTRICT,2021-2022,226901,CHRISTOVAL ISD,15,TRADITIONAL ISD/CSD,566,118,0,25,162,-999,-999,0,24,-999,16,21,77,255
STATE,DISTRICT,2021-2022,67902,CISCO ISD,14,TRADITIONAL ISD/CSD,814,257,0,68,487,12,12,-999,61,54,24,86,119,424
STATE,DISTRICT,2021-2022,243906,CITY VIEW ISD,9,TRADITIONAL ISD/CSD,1121,650,0,62,816,31,31,11,59,29,54,82,212,1118
STATE,DISTRICT,2021-2022,57841,CITYSCAPE SCHOOLS,10,OPEN ENROLLMENT CHARTER,1256,1097,0,43,1151,724,0,0,0,0,-999,13,117,1256
STATE,DISTRICT,2021-2022,65901,CLARENDON ISD,16,TRADITIONAL ISD/CSD,456,172,0,35,212,-999,-999,-999,49,-999,-999,43,69,455
STATE,DISTRICT,2021-2022,194904,CLARKSVILLE ISD,8,TRADITIONAL ISD/CSD,523,399,0,36,510,56,32,0,38,10,-999,46,72,523
STATE,DISTRICT,2021-2022,6902,CLAUDE ISD,16,TRADITIONAL ISD/CSD,307,93,0,24,111,-999,-999,-999,20,0,28,26,30,307
STATE,DISTRICT,2021-2022,84910,CLEAR CREEK ISD,4,TRADITIONAL ISD/CSD,40832,19093,1991,1575,14545,4850,2662,38,5075,380,1281,2088,5243,9671
STATE,DISTRICT,2021-2022,126903,CLEBURNE ISD,11,TRADITIONAL ISD/CSD,7068,3941,608,470,4959,1569,780,16,535,136,130,542,852,5069
STATE,DISTRICT,2021-2022,146901,CLEVELAND ISD,4,TRADITIONAL ISD/CSD,10860,7790,2282,304,10151,6217,2259,-999,417,41,18,289,930,10633
STATE,DISTRICT,2021-2022,18901,CLIFTON ISD,12,TRADITIONAL ISD/CSD,1025,449,0,65,635,83,73,-999,45,39,57,114,187,1025
STATE,DISTRICT,2021-2022,71901,CLINT ISD,19,TRADITIONAL ISD/CSD,10494,7166,2063,100,9100,4326,1704,15,474,158,392,269,1251,9761
STATE,DISTRICT,2021-2022,30902,CLYDE CISD,14,TRADITIONAL ISD/CSD,1435,534,0,52,632,11,11,-999,73,20,63,96,183,1028
STATE,DISTRICT,2021-2022,114902,COAHOMA ISD,18,TRADITIONAL ISD/CSD,1086,471,0,64,411,31,29,0,56,0,0,78,117,546
STATE,DISTRICT,2021-2022,204901,COLDSPRING-OAKHURST CISD,6,TRADITIONAL ISD/CSD,1591,548,0,63,1042,28,27,-999,104,24,10,97,227,1591
STATE,DISTRICT,2021-2022,42901,COLEMAN ISD,15,TRADITIONAL ISD/CSD,802,338,0,108,479,16,15,-999,17,-999,-999,123,133,592
STATE,DISTRICT,2021-2022,21901,COLLEGE STATION ISD,6,TRADITIONAL ISD/CSD,14187,5814,924,905,5331,1348,727,33,1513,50,45,1495,1950,4146
STATE,DISTRICT,2021-2022,91902,COLLINSVILLE ISD,10,TRADITIONAL ISD/CSD,560,159,0,39,319,28,25,0,16,-999,33,44,89,423
STATE,DISTRICT,2021-2022,229901,COLMESNEIL ISD,5,TRADITIONAL ISD/CSD,453,172,0,23,323,0,0,0,-999,0,-999,40,47,453
STATE,DISTRICT,2021-2022,168901,COLORADO ISD,14,TRADITIONAL ISD/CSD,896,522,0,50,552,40,39,-999,11,-999,-999,51,118,896
STATE,DISTRICT,2021-2022,20907,COLUMBIA-BRAZORIA ISD,4,TRADITIONAL ISD/CSD,2919,1469,0,280,1819,245,95,13,156,95,-999,340,444,1367
STATE,DISTRICT,2021-2022,45902,COLUMBUS ISD,3,TRADITIONAL ISD/CSD,1580,827,0,54,866,243,87,0,45,19,-999,112,237,734
STATE,DISTRICT,2021-2022,46902,COMAL ISD,20,TRADITIONAL ISD/CSD,27288,10423,549,1343,8135,1494,687,61,2957,202,2354,2521,3676,5191
STATE,DISTRICT,2021-2022,47901,COMANCHE ISD,14,TRADITIONAL ISD/CSD,1304,735,55,73,796,200,145,-999,65,22,26,89,156,622
STATE,DISTRICT,2021-2022,130902,COMFORT ISD,13,TRADITIONAL ISD/CSD,1067,642,0,52,557,168,146,0,62,-999,-999,94,158,1067
STATE,DISTRICT,2021-2022,116903,COMMERCE ISD,10,TRADITIONAL ISD/CSD,1442,839,0,97,1024,155,129,-999,84,-999,40,140,229,669
STATE,DISTRICT,2021-2022,43918,COMMUNITY ISD,10,TRADITIONAL ISD/CSD,3349,1686,326,205,1665,752,350,12,199,59,20,317,406,1216
STATE,DISTRICT,2021-2022,112908,COMO-PICKTON CISD,8,TRADITIONAL ISD/CSD,725,443,0,48,473,171,132,-999,33,10,28,85,121,725
STATE,DISTRICT,2021-2022,68802,COMPASS ACADEMY CHARTER SCHOOL,18,OPEN ENROLLMENT CHARTER,1371,19,0,89,116,-999,-999,0,-999,0,-999,109,132,236
STATE,DISTRICT,2021-2022,15838,COMPASS ROSE PUBLIC SCHOOLS,20,OPEN ENROLLMENT CHARTER,1836,1213,0,52,1599,285,0,-999,0,14,48,115,197,1836
STATE,DISTRICT,2021-2022,101842,COMQUEST ACADEMY,4,OPEN ENROLLMENT CHARTER,44,39,-999,-999,27,15,11,0,0,-999,-999,-999,-999,44
STATE,DISTRICT,2021-2022,233903,COMSTOCK ISD,15,TRADITIONAL ISD/CSD,240,84,0,-999,87,-999,-999,0,16,0,33,11,21,240
STATE,DISTRICT,2021-2022,161921,CONNALLY ISD,12,TRADITIONAL ISD/CSD,2270,1315,0,185,1901,271,52,20,118,10,-999,242,249,1651
STATE,DISTRICT,2021-2022,170902,CONROE ISD,6,TRADITIONAL ISD/CSD,67761,27850,5146,3881,27387,11918,6443,141,5448,485,393,6329,6374,19955
STATE,DISTRICT,2021-2022,147901,COOLIDGE ISD,12,TRADITIONAL ISD/CSD,303,57,0,32,248,36,36,-999,-999,0,-999,54,59,303
STATE,DISTRICT,2021-2022,60902,COOPER ISD,8,TRADITIONAL ISD/CSD,849,344,0,71,562,27,27,-999,91,-999,18,110,104,849
STATE,DISTRICT,2021-2022,57922,COPPELL ISD,10,TRADITIONAL ISD/CSD,13131,3459,384,684,1162,2065,1813,-999,1722,11,403,904,1148,2957
STATE,DISTRICT,2021-2022,50910,COPPERAS COVE ISD,12,TRADITIONAL ISD/CSD,8112,4154,87,780,5117,464,319,58,430,73,3873,1137,1209,3892
STATE,DISTRICT,2021-2022,178904,CORPUS CHRISTI ISD,2,TRADITIONAL ISD/CSD,33175,19460,896,1530,24208,2387,867,42,1065,543,501,3012,3744,30339
STATE,DISTRICT,2021-2022,178807,CORPUS CHRISTI MONTESSORI SCHOOL,2,OPEN ENROLLMENT CHARTER,121,25,0,-999,24,-999,-999,0,0,0,-999,-999,11,0
STATE,DISTRICT,2021-2022,187904,CORRIGAN-CAMDEN ISD,6,TRADITIONAL ISD/CSD,819,414,0,42,603,74,71,-999,68,0,-999,56,96,819
STATE,DISTRICT,2021-2022,175903,CORSICANA ISD,12,TRADITIONAL ISD/CSD,6006,3475,320,612,4306,1603,1167,23,560,12,113,771,761,6006
STATE,DISTRICT,2021-2022,95902,COTTON CENTER ISD,17,TRADITIONAL ISD/CSD,99,19,0,-999,62,-999,-999,0,-999,0,0,-999,16,99
STATE,DISTRICT,2021-2022,142901,COTULLA ISD,20,TRADITIONAL ISD/CSD,1172,635,0,155,1061,86,78,-999,78,-999,21,193,186,1172
STATE,DISTRICT,2021-2022,246914,COUPLAND ISD,13,TRADITIONAL ISD/CSD,263,154,0,16,151,75,75,0,12,0,0,20,23,37
STATE,DISTRICT,2021-2022,109903,COVINGTON ISD,12,TRADITIONAL ISD/CSD,302,117,0,13,153,16,-999,0,14,0,-999,13,44,302
STATE,DISTRICT,2021-2022,129901,CRANDALL ISD,10,TRADITIONAL ISD/CSD,5451,2802,145,294,3124,950,558,20,352,17,192,470,735,3031
STATE,DISTRICT,2021-2022,52901,CRANE ISD,15,TRADITIONAL ISD/CSD,1151,643,0,54,484,250,119,0,77,0,-999,64,100,824
STATE,DISTRICT,2021-2022,18908,CRANFILLS GAP ISD,12,TRADITIONAL ISD/CSD,132,61,0,10,95,-999,-999,0,0,-999,0,14,23,132
STATE,DISTRICT,2021-2022,161901,CRAWFORD ISD,12,TRADITIONAL ISD/CSD,558,164,0,30,93,-999,-999,0,23,0,37,56,69,558
STATE,DISTRICT,2021-2022,53001,CROCKETT COUNTY CONSOLIDATED CSD,15,TRADITIONAL ISD/CSD,729,381,0,38,480,116,117,-999,48,35,10,76,69,729
STATE,DISTRICT,2021-2022,113901,CROCKETT ISD,6,TRADITIONAL ISD/CSD,1190,559,16,75,1101,229,118,-999,55,11,-999,129,143,1190
STATE,DISTRICT,2021-2022,101906,CROSBY ISD,4,TRADITIONAL ISD/CSD,6480,3373,572,269,3515,1110,442,20,331,54,349,461,760,6465
STATE,DISTRICT,2021-2022,54901,CROSBYTON CISD,17,TRADITIONAL ISD/CSD,331,178,0,19,258,-999,-999,0,11,-999,0,27,42,331
STATE,DISTRICT,2021-2022,30901,CROSS PLAINS ISD,14,TRADITIONAL ISD/CSD,379,170,0,29,257,-999,-999,-999,23,18,-999,38,54,225
STATE,DISTRICT,2021-2022,107904,CROSS ROADS ISD,7,TRADITIONAL ISD/CSD,538,218,0,48,290,23,23,-999,31,0,-999,65,67,538
STATE,DISTRICT,2021-2022,184801,CROSSTIMBERS ACADEMY,11,OPEN ENROLLMENT CHARTER,149,127,0,16,71,0,0,0,0,0,-999,28,17,149
STATE,DISTRICT,2021-2022,78901,CROWELL ISD,9,TRADITIONAL ISD/CSD,192,85,0,11,140,-999,-999,-999,-999,-999,0,-999,37,192
STATE,DISTRICT,2021-2022,220912,CROWLEY ISD,11,TRADITIONAL ISD/CSD,16278,9540,1024,1022,11730,2770,1769,50,1255,27,244,1254,1956,16278
STATE,DISTRICT,2021-2022,254901,CRYSTAL CITY ISD,20,TRADITIONAL ISD/CSD,1785,1030,0,131,1509,38,33,-999,93,109,0,186,237,1785
STATE,DISTRICT,2021-2022,62901,CUERO ISD,3,TRADITIONAL ISD/CSD,1928,971,0,133,1219,74,71,12,93,47,21,221,327,1298
STATE,DISTRICT,2021-2022,55901,CULBERSON COUNTY-ALLAMOORE ISD,18,TRADITIONAL ISD/CSD,360,232,0,-999,294,22,20,0,21,18,0,-999,39,360
STATE,DISTRICT,2021-2022,212801,CUMBERLAND ACADEMY,7,OPEN ENROLLMENT CHARTER,1926,629,0,175,892,139,62,-999,0,0,114,285,203,1454
STATE,DISTRICT,2021-2022,112905,CUMBY ISD,8,TRADITIONAL ISD/CSD,435,115,0,56,260,23,21,-999,13,-999,0,54,66,435
STATE,DISTRICT,2021-2022,174902,CUSHING ISD,7,TRADITIONAL ISD/CSD,556,289,0,37,340,29,28,-999,56,-999,17,58,87,556
STATE,DISTRICT,2021-2022,101907,CYPRESS-FAIRBANKS ISD,4,TRADITIONAL ISD/CSD,117217,64086,3716,3153,67476,19537,12412,269,7958,779,4318,4701,12439,51929
STATE,DISTRICT,2021-2022,163902,D'HANIS ISD,20,TRADITIONAL ISD/CSD,296,98,0,21,133,-999,-999,0,36,0,-999,35,37,296
STATE,DISTRICT,2021-2022,172902,DAINGERFIELD-LONE STAR ISD,8,TRADITIONAL ISD/CSD,995,619,0,86,860,107,107,-999,40,26,-999,117,182,995
STATE,DISTRICT,2021-2022,56901,DALHART ISD,16,TRADITIONAL ISD/CSD,1735,825,70,69,1162,507,295,13,63,23,14,73,160,1735
STATE,DISTRICT,2021-2022,57905,DALLAS ISD,10,TRADITIONAL ISD/CSD,143558,95352,35573,6764,122160,68283,30197,302,24736,2514,1715,7299,14339,139602
STATE,DISTRICT,2021-2022,20910,DAMON ISD,4,TRADITIONAL ISD/CSD,116,61,0,-999,102,16,15,-999,-999,-999,0,-999,21,0
STATE,DISTRICT,2021-2022,20904,DANBURY ISD,4,TRADITIONAL ISD/CSD,774,332,0,43,278,42,41,0,43,0,-999,62,93,340
STATE,DISTRICT,2021-2022,148905,DARROUZETT ISD,16,TRADITIONAL ISD/CSD,150,92,0,-999,94,32,30,0,10,-999,-999,10,23,150
STATE,DISTRICT,2021-2022,175904,DAWSON ISD,12,TRADITIONAL ISD/CSD,526,130,-999,28,313,42,36,-999,37,0,0,43,76,526
STATE,DISTRICT,2021-2022,58902,DAWSON ISD,17,TRADITIONAL ISD/CSD,149,78,0,-999,108,24,24,0,10,0,-999,11,11,149
STATE,DISTRICT,2021-2022,146902,DAYTON ISD,4,TRADITIONAL ISD/CSD,5619,3493,324,266,3627,1207,285,29,319,47,76,339,746,5619
STATE,DISTRICT,2021-2022,47902,DE LEON ISD,14,TRADITIONAL ISD/CSD,754,305,0,46,409,46,40,-999,58,16,13,53,91,754
STATE,DISTRICT,2021-2022,249905,DECATUR ISD,11,TRADITIONAL ISD/CSD,3616,1769,201,261,1386,536,305,-999,295,13,95,320,532,1508
STATE,DISTRICT,2021-2022,101908,DEER PARK ISD,4,TRADITIONAL ISD/CSD,12345,5605,967,808,5835,1716,984,12,840,60,184,1092,1718,5262
STATE,DISTRICT,2021-2022,19901,DEKALB ISD,8,TRADITIONAL ISD/CSD,783,181,0,83,539,40,39,-999,42,-999,-999,94,91,782
STATE,DISTRICT,2021-2022,227910,DEL VALLE ISD,13,TRADITIONAL ISD/CSD,11078,9311,2164,741,9890,5052,2413,25,517,149,17,585,1693,10908
STATE,DISTRICT,2021-2022,115903,DELL CITY ISD,19,TRADITIONAL ISD/CSD,70,21,0,0,55,19,19,0,-999,0,0,0,10,70
STATE,DISTRICT,2021-2022,91903,DENISON ISD,10,TRADITIONAL ISD/CSD,4677,2022,131,321,2773,399,233,-999,152,23,-999,405,720,1922
STATE,DISTRICT,2021-2022,61901,DENTON ISD,11,TRADITIONAL ISD/CSD,31951,11329,2224,2168,15712,5330,3122,111,3073,362,204,3440,4138,11404
STATE,DISTRICT,2021-2022,251901,DENVER CITY ISD,17,TRADITIONAL ISD/CSD,1601,933,55,30,1072,323,163,-999,90,-999,-999,119,152,706
STATE,DISTRICT,2021-2022,57906,DESOTO ISD,10,TRADITIONAL ISD/CSD,7344,3056,263,158,5296,655,181,96,393,-999,-999,308,715,7311
STATE,DISTRICT,2021-2022,194905,DETROIT ISD,8,TRADITIONAL ISD/CSD,530,237,0,76,344,-999,-999,0,39,0,-999,89,85,530
STATE,DISTRICT,2021-2022,146903,DEVERS ISD,4,TRADITIONAL ISD/CSD,216,31,0,10,63,22,22,-999,-999,0,-999,17,19,215
STATE,DISTRICT,2021-2022,163901,DEVINE ISD,20,TRADITIONAL ISD/CSD,1965,887,0,147,1234,104,97,11,105,17,145,233,302,940
STATE,DISTRICT,2021-2022,81906,DEW ISD,12,TRADITIONAL ISD/CSD,133,23,0,-999,87,-999,-999,-999,-999,0,-999,-999,13,133
STATE,DISTRICT,2021-2022,176903,DEWEYVILLE ISD,5,TRADITIONAL ISD/CSD,530,186,0,-999,305,-999,-999,-999,25,28,27,25,82,530
STATE,DISTRICT,2021-2022,3905,DIBOLL ISD,7,TRADITIONAL ISD/CSD,1749,957,12,95,1234,269,232,-999,63,21,0,129,214,1746
STATE,DISTRICT,2021-2022,84901,DICKINSON ISD,4,TRADITIONAL ISD/CSD,11933,6325,673,584,7662,2098,814,21,771,139,317,746,1726,11835
STATE,DISTRICT,2021-2022,82902,DILLEY ISD,20,TRADITIONAL ISD/CSD,909,631,0,33,758,42,42,-999,62,98,-999,78,159,909
STATE,DISTRICT,2021-2022,144903,DIME BOX ISD,13,TRADITIONAL ISD/CSD,181,85,-999,-999,126,27,26,-999,18,0,-999,11,28,181
STATE,DISTRICT,2021-2022,35901,DIMMITT ISD,16,TRADITIONAL ISD/CSD,1158,697,73,25,1008,287,67,-999,61,21,13,35,97,1158
STATE,DISTRICT,2021-2022,133905,DIVIDE ISD,20,TRADITIONAL ISD/CSD,32,-999,0,-999,16,0,0,0,0,0,0,-999,-999,0
STATE,DISTRICT,2021-2022,74904,DODD CITY ISD,10,TRADITIONAL ISD/CSD,328,57,0,-999,112,-999,-999,-999,12,-999,11,15,41,328
STATE,DISTRICT,2021-2022,108902,DONNA ISD,1,TRADITIONAL ISD/CSD,13061,10777,3208,91,12355,7332,3272,13,1110,970,15,472,1361,13061
STATE,DISTRICT,2021-2022,86024,DOSS CONSOLIDATED CSD,13,TRADITIONAL ISD/CSD,24,-999,0,0,0,0,0,0,0,0,0,0,-999,0
STATE,DISTRICT,2021-2022,174911,DOUGLASS ISD,7,TRADITIONAL ISD/CSD,457,122,0,39,189,32,29,0,25,0,18,45,42,457
STATE,DISTRICT,2021-2022,178801,DR M L GARZA-GONZALEZ CHARTER SCHOOL,2,OPEN ENROLLMENT CHARTER,166,151,0,-999,158,26,26,0,0,-999,0,-999,13,164
STATE,DISTRICT,2021-2022,101856,DRAW ACADEMY,4,OPEN ENROLLMENT CHARTER,692,639,485,-999,692,639,154,0,0,0,0,-999,25,692
STATE,DISTRICT,2021-2022,105904,DRIPPING SPRINGS ISD,13,TRADITIONAL ISD/CSD,8001,1963,112,607,667,390,252,15,509,13,76,1030,927,1678
STATE,DISTRICT,2021-2022,178905,DRISCOLL ISD,2,TRADITIONAL ISD/CSD,277,90,0,-999,253,-999,-999,0,-999,-999,14,-999,31,277
STATE,DISTRICT,2021-2022,72902,DUBLIN ISD,11,TRADITIONAL ISD/CSD,1089,413,-999,67,740,213,193,0,89,0,-999,87,88,1089
STATE,DISTRICT,2021-2022,171901,DUMAS ISD,16,TRADITIONAL ISD/CSD,4281,2606,129,110,2803,1582,669,-999,197,87,-999,185,468,2442
STATE,DISTRICT,2021-2022,57907,DUNCANVILLE ISD,10,TRADITIONAL ISD/CSD,11946,8984,1472,339,9303,2725,1062,63,530,85,197,466,1210,7318
STATE,DISTRICT,2021-2022,220918,EAGLE MT-SAGINAW ISD,11,TRADITIONAL ISD/CSD,22464,11491,622,723,9906,3050,2309,39,1540,163,1665,1816,2815,6877
STATE,DISTRICT,2021-2022,159901,EAGLE PASS ISD,20,TRADITIONAL ISD/CSD,13385,10340,3582,381,11121,5745,1993,-999,910,57,46,860,1458,13384
STATE,DISTRICT,2021-2022,227909,EANES ISD,13,TRADITIONAL ISD/CSD,7834,1143,0,560,284,189,163,-999,774,-999,247,1087,786,29
STATE,DISTRICT,2021-2022,25909,EARLY ISD,15,TRADITIONAL ISD/CSD,1143,467,0,116,470,19,19,-999,63,21,106,123,114,786
STATE,DISTRICT,2021-2022,241902,EAST BERNARD ISD,3,TRADITIONAL ISD/CSD,965,316,0,39,370,56,53,-999,105,0,10,114,101,379
STATE,DISTRICT,2021-2022,15911,EAST CENTRAL ISD,20,TRADITIONAL ISD/CSD,10006,5774,724,641,6641,1326,611,48,648,53,409,823,1234,6651
STATE,DISTRICT,2021-2022,36903,EAST CHAMBERS ISD,5,TRADITIONAL ISD/CSD,1542,714,67,85,995,430,278,-999,81,17,58,115,186,749
STATE,DISTRICT,2021-2022,220811,EAST FORT WORTH MONTESSORI ACADEMY,11,OPEN ENROLLMENT CHARTER,185,60,0,-999,146,58,58,0,15,0,0,-999,-999,185
STATE,DISTRICT,2021-2022,92801,EAST TEXAS CHARTER SCHOOLS,7,OPEN ENROLLMENT CHARTER,141,108,0,-999,38,0,0,0,0,0,-999,25,12,0
STATE,DISTRICT,2021-2022,67903,EASTLAND ISD,14,TRADITIONAL ISD/CSD,1084,592,0,67,630,83,78,-999,71,14,-999,96,133,753
STATE,DISTRICT,2021-2022,68901,ECTOR COUNTY ISD,18,TRADITIONAL ISD/CSD,31810,19979,3710,1150,19738,7154,1945,56,2900,1170,332,233,3158,21173
STATE,DISTRICT,2021-2022,74905,ECTOR ISD,10,TRADITIONAL ISD/CSD,234,91,0,27,108,-999,-999,-999,-999,-999,-999,34,52,234
STATE,DISTRICT,2021-2022,108903,EDCOUCH-ELSA ISD,1,TRADITIONAL ISD/CSD,4140,3084,476,136,3854,1214,568,-999,403,115,50,198,467,4138
STATE,DISTRICT,2021-2022,48901,EDEN CISD,15,TRADITIONAL ISD/CSD,222,156,0,-999,139,12,12,-999,-999,-999,0,11,49,212
STATE,DISTRICT,2021-2022,234903,EDGEWOOD ISD,7,TRADITIONAL ISD/CSD,1029,305,0,83,494,26,26,-999,77,-999,-999,120,147,473
STATE,DISTRICT,2021-2022,15905,EDGEWOOD ISD,20,TRADITIONAL ISD/CSD,8393,6106,912,530,7468,1838,338,-999,111,102,-999,128,1005,8393
STATE,DISTRICT,2021-2022,108904,EDINBURG CISD,1,TRADITIONAL ISD/CSD,32078,19373,5793,515,26366,11943,5648,23,2173,32,440,1573,2423,31859
STATE,DISTRICT,2021-2022,120901,EDNA ISD,3,TRADITIONAL ISD/CSD,1559,853,0,69,952,154,146,-999,121,34,-999,114,196,1559
STATE,DISTRICT,2021-2022,57833,EDUCATION CENTER INTERNATIONAL ACADEMY,10,OPEN ENROLLMENT CHARTER,501,192,0,27,265,36,35,-999,-999,0,12,42,53,377
