SCOPE,AGGREGATION LEVEL,YEAR,DISTRICT NUMBER,DISTRICT NAME,REGION,CHARTER STATUS,ALL ENROLLMENT,AT RISK,BILINGUAL,CTE,DYSLEXIC,ECONOMICALLY DISADVANTAGED,EMERGENT BILINGUAL/ENGLISH LEARNER,ESL,FOSTER CARE,GIFTED & TALENTED,HOMELESS,MILITARY CONNECTED,SPECIAL EDUCATION,TITLE I
STATE,DISTRICT,2019-2020,92908,WHITE OAK ISD,7,TRADITIONAL ISD/CSD,1501,372,0,403,66,587,17,17,-999,133,-999,24,189,739
STATE,DISTRICT,2019-2020,220920,WHITE SETTLEMENT ISD,11,TRADITIONAL ISD/CSD,6979,3305,618,2305,414,4006,858,414,-999,420,19,33,739,6979
STATE,DISTRICT,2019-2020,40902,WHITEFACE CISD,17,TRADITIONAL ISD/CSD,318,124,0,121,-999,189,26,25,0,-999,0,0,39,318
STATE,DISTRICT,2019-2020,212906,WHITEHOUSE ISD,7,TRADITIONAL ISD/CSD,4936,2008,0,1515,396,2174,206,176,40,459,57,104,568,2265
STATE,DISTRICT,2019-2020,91909,WHITESBORO ISD,10,TRADITIONAL ISD/CSD,1619,539,0,476,41,871,90,86,17,73,68,-999,208,1175
STATE,DISTRICT,2019-2020,91910,WHITEWRIGHT ISD,10,TRADITIONAL ISD/CSD,832,281,0,313,46,360,41,40,-999,89,-999,-999,73,555
STATE,DISTRICT,2019-2020,110908,WHITHARRAL ISD,17,TRADITIONAL ISD/CSD,180,57,0,87,-999,85,-999,-999,0,11,11,17,13,180
STATE,DISTRICT,2019-2020,109911,WHITNEY ISD,12,TRADITIONAL ISD/CSD,1501,764,0,343,116,918,89,88,-999,84,65,23,207,740
STATE,DISTRICT,2019-2020,243905,WICHITA FALLS ISD,9,TRADITIONAL ISD/CSD,14091,8210,283,3213,622,9043,1314,978,52,751,165,552,1824,12996
STATE,DISTRICT,2019-2020,180904,WILDORADO ISD,16,TRADITIONAL ISD/CSD,183,55,0,59,-999,47,0,0,0,-999,0,-999,16,183
STATE,DISTRICT,2019-2020,170904,WILLIS ISD,6,TRADITIONAL ISD/CSD,7865,3983,573,1759,250,4778,1164,523,25,416,46,43,769,2770
STATE,DISTRICT,2019-2020,234907,WILLS POINT ISD,10,TRADITIONAL ISD/CSD,2565,876,71,688,176,1674,246,131,23,176,-999,-999,333,1023
STATE,DISTRICT,2019-2020,153907,WILSON ISD,17,TRADITIONAL ISD/CSD,148,91,0,45,-999,112,12,12,0,13,0,-999,21,148
STATE,DISTRICT,2019-2020,105905,WIMBERLEY ISD,13,TRADITIONAL ISD/CSD,2537,718,0,778,202,705,163,156,11,226,-999,-999,224,225
STATE,DISTRICT,2019-2020,5904,WINDTHORST ISD,9,TRADITIONAL ISD/CSD,407,110,0,184,23,144,26,16,0,41,0,0,37,192
STATE,DISTRICT,2019-2020,57828,WINFREE ACADEMY CHARTER SCHOOLS,10,OPEN ENROLLMENT CHARTER,1332,1285,0,1239,66,705,227,211,0,0,44,0,142,1332
STATE,DISTRICT,2019-2020,248902,WINK-LOVING ISD,18,TRADITIONAL ISD/CSD,445,132,0,197,-999,142,20,0,0,18,-999,0,46,445
STATE,DISTRICT,2019-2020,250907,WINNSBORO ISD,7,TRADITIONAL ISD/CSD,1490,608,0,439,125,866,123,116,10,67,16,-999,232,1490
STATE,DISTRICT,2019-2020,212910,WINONA ISD,7,TRADITIONAL ISD/CSD,1119,648,0,374,101,870,176,172,12,44,-999,0,136,1087
STATE,DISTRICT,2019-2020,200904,WINTERS ISD,15,TRADITIONAL ISD/CSD,571,336,0,235,63,381,20,20,12,64,-999,-999,76,563
STATE,DISTRICT,2019-2020,174906,WODEN ISD,7,TRADITIONAL ISD/CSD,794,291,0,252,40,461,100,95,-999,58,-999,-999,64,794
STATE,DISTRICT,2019-2020,116909,WOLFE CITY ISD,10,TRADITIONAL ISD/CSD,665,155,0,188,49,368,53,53,0,54,-999,-999,66,313
STATE,DISTRICT,2019-2020,196902,WOODSBORO ISD,3,TRADITIONAL ISD/CSD,462,234,0,136,-999,276,-999,-999,-999,51,23,-999,72,276
STATE,DISTRICT,2019-2020,224902,WOODSON ISD,9,TRADITIONAL ISD/CSD,154,49,0,82,11,82,0,0,0,-999,0,0,18,154
STATE,DISTRICT,2019-2020,229903,WOODVILLE ISD,5,TRADITIONAL ISD/CSD,1326,385,0,451,76,897,53,49,-999,78,-999,19,214,1325
STATE,DISTRICT,2019-2020,81905,WORTHAM ISD,12,TRADITIONAL ISD/CSD,492,148,0,174,18,292,16,16,0,36,-999,-999,46,492
STATE,DISTRICT,2019-2020,43914,WYLIE ISD,10,TRADITIONAL ISD/CSD,17230,4690,916,3937,921,4800,2237,1626,29,2147,62,198,2022,2660
STATE,DISTRICT,2019-2020,221912,WYLIE ISD,14,TRADITIONAL ISD/CSD,4783,1172,0,1137,91,988,84,83,32,183,-999,868,355,142
STATE,DISTRICT,2019-2020,250905,YANTIS ISD,7,TRADITIONAL ISD/CSD,368,164,0,194,17,232,47,46,-999,24,-999,-999,33,368
STATE,DISTRICT,2019-2020,101873,YELLOWSTONE COLLEGE PREPARATORY,4,OPEN ENROLLMENT CHARTER,273,123,0,67,-999,242,0,0,0,0,-999,0,18,273
STATE,DISTRICT,2019-2020,101845,YES PREP PUBLIC SCHOOLS INC,4,OPEN ENROLLMENT CHARTER,12074,6286,0,3041,182,10688,3725,24,-999,0,509,-999,769,12074
STATE,DISTRICT,2019-2020,62903,YOAKUM ISD,3,TRADITIONAL ISD/CSD,1574,760,58,444,77,1175,262,75,-999,56,28,21,235,740
STATE,DISTRICT,2019-2020,62904,YORKTOWN ISD,3,TRADITIONAL ISD/CSD,559,278,0,181,40,319,-999,-999,-999,34,15,0,61,395
STATE,DISTRICT,2019-2020,71905,YSLETA ISD,19,TRADITIONAL ISD/CSD,40428,22547,7577,13646,1163,31663,11605,3663,95,2898,466,1925,5580,40263
STATE,DISTRICT,2019-2020,253901,ZAPATA COUNTY ISD,1,TRADITIONAL ISD/CSD,3549,2194,569,1167,147,3033,1062,467,-999,258,175,-999,432,3549
STATE,DISTRICT,2019-2020,3906,ZAVALLA ISD,7,TRADITIONAL ISD/CSD,321,131,0,96,-999,232,0,0,-999,18,0,-999,50,321
STATE,DISTRICT,2019-2020,25906,ZEPHYR ISD,15,TRADITIONAL ISD/CSD,211,45,0,69,16,121,0,0,-999,10,0,-999,20,211
