SCOPE,AGGREGATION LEVEL,YEAR,DISTRICT NUMBER,DISTRICT NAME,REGION,CHARTER STATUS,ALL ENROLLMENT,AT RISK,BILINGUAL,DYSLEXIC,ECONOMICALLY DISADVANTAGED,EMERGENT BILINGUAL/ENGLISH LEARNER,ESL,FOSTER CARE,GIFTED & TALENTED,HOMELESS,MILITARY CONNECTED,SPECIAL EDUCATION,TITLE I
STATE,DISTRICT,2020-2021,101912,HOUSTON ISD,4,TRADITIONAL ISD/CSD,196943,103805,35118,4800,154511,65638,29439,151,31472,3168,539,16238,179236
STATE,DISTRICT,2020-2021,91905,HOWE ISD,10,TRADITIONAL ISD/CSD,1224,431,0,98,573,117,102,-999,38,0,34,185,836
STATE,DISTRICT,2020-2021,19913,HUBBARD ISD,8,TRADITIONAL ISD/CSD,77,38,0,0,54,12,11,-999,0,0,0,16,77
STATE,DISTRICT,2020-2021,109905,HUBBARD ISD,12,TRADITIONAL ISD/CSD,416,182,0,32,252,-999,-999,0,29,-999,27,51,416
STATE,DISTRICT,2020-2021,72908,HUCKABAY ISD,11,TRADITIONAL ISD/CSD,284,46,-999,-999,65,-999,-999,0,-999,0,0,24,282
STATE,DISTRICT,2020-2021,3902,HUDSON ISD,7,TRADITIONAL ISD/CSD,2773,1013,0,184,1449,185,46,10,157,-999,88,300,2764
STATE,DISTRICT,2020-2021,101925,HUFFMAN ISD,4,TRADITIONAL ISD/CSD,3439,1389,103,219,1180,265,150,13,195,39,78,477,1552
STATE,DISTRICT,2020-2021,34903,HUGHES SPRINGS ISD,8,TRADITIONAL ISD/CSD,1121,557,0,121,598,40,31,-999,46,10,-999,131,1121
STATE,DISTRICT,2020-2021,146905,HULL-DAISETTA ISD,5,TRADITIONAL ISD/CSD,461,205,0,44,317,-999,-999,-999,17,122,17,64,461
STATE,DISTRICT,2020-2021,101913,HUMBLE ISD,4,TRADITIONAL ISD/CSD,45528,21371,1685,2357,18376,4565,2295,92,3450,537,683,4338,9295
STATE,DISTRICT,2020-2021,133902,HUNT ISD,20,TRADITIONAL ISD/CSD,184,52,0,12,74,22,22,0,13,0,-999,22,184
STATE,DISTRICT,2020-2021,3904,HUNTINGTON ISD,7,TRADITIONAL ISD/CSD,1572,598,0,117,905,18,18,-999,56,0,12,229,1572
STATE,DISTRICT,2020-2021,236902,HUNTSVILLE ISD,6,TRADITIONAL ISD/CSD,10858,5488,185,483,6116,1171,435,26,796,244,138,1004,5904
STATE,DISTRICT,2020-2021,220916,HURST-EULESS-BEDFORD ISD,11,TRADITIONAL ISD/CSD,22962,10009,742,1137,11719,4056,2946,31,1531,500,499,2552,10173
STATE,DISTRICT,2020-2021,246906,HUTTO ISD,13,TRADITIONAL ISD/CSD,8421,3573,671,545,3558,1067,533,37,393,75,327,1238,4827
STATE,DISTRICT,2020-2021,152910,IDALOU ISD,17,TRADITIONAL ISD/CSD,961,263,0,72,306,25,24,-999,65,22,47,91,350
STATE,DISTRICT,2020-2021,108807,IDEA PUBLIC SCHOOLS,1,OPEN ENROLLMENT CHARTER,62158,30855,464,252,53698,24136,1759,-999,0,14,48,4413,61361
STATE,DISTRICT,2020-2021,43801,IMAGINE INTERNATIONAL ACADEMY OF N,10,OPEN ENROLLMENT CHARTER,1435,177,0,47,122,156,130,0,0,0,10,73,0
STATE,DISTRICT,2020-2021,120905,INDUSTRIAL ISD,3,TRADITIONAL ISD/CSD,1195,260,0,85,432,19,19,0,90,0,-999,117,551
STATE,DISTRICT,2020-2021,205903,INGLESIDE ISD,2,TRADITIONAL ISD/CSD,2052,1108,61,145,1504,174,111,-999,54,11,45,253,2052
STATE,DISTRICT,2020-2021,133904,INGRAM ISD,20,TRADITIONAL ISD/CSD,1102,677,23,71,808,190,147,-999,69,12,-999,152,541
STATE,DISTRICT,2020-2021,15808,INSPIRE ACADEMIES,20,OPEN ENROLLMENT CHARTER,575,206,0,39,305,18,17,40,0,0,0,109,154
STATE,DISTRICT,2020-2021,57830,INSPIRED VISION ACADEMY,10,OPEN ENROLLMENT CHARTER,1290,727,156,40,1169,606,130,-999,18,-999,-999,105,1290
STATE,DISTRICT,2020-2021,57848,INTERNATIONAL LEADERSHIP OF TEXAS,10,OPEN ENROLLMENT CHARTER,20853,11876,1797,427,13345,6144,717,-999,1178,60,604,1242,19466
STATE,DISTRICT,2020-2021,93903,IOLA ISD,6,TRADITIONAL ISD/CSD,535,153,0,20,192,-999,-999,-999,24,-999,-999,73,535
STATE,DISTRICT,2020-2021,243903,IOWA PARK CISD,9,TRADITIONAL ISD/CSD,1898,698,0,205,776,13,13,15,160,10,184,245,1348
STATE,DISTRICT,2020-2021,208903,IRA ISD,14,TRADITIONAL ISD/CSD,273,79,0,20,64,-999,-999,0,-999,0,0,22,0
STATE,DISTRICT,2020-2021,186903,IRAAN-SHEFFIELD ISD,18,TRADITIONAL ISD/CSD,338,143,0,-999,205,46,46,0,10,0,-999,30,338
STATE,DISTRICT,2020-2021,18906,IREDELL ISD,12,TRADITIONAL ISD/CSD,145,71,0,-999,101,0,0,-999,-999,18,10,26,145
STATE,DISTRICT,2020-2021,118902,IRION COUNTY ISD,15,TRADITIONAL ISD/CSD,323,121,0,13,134,-999,-999,0,33,14,11,32,323
STATE,DISTRICT,2020-2021,57912,IRVING ISD,10,TRADITIONAL ISD/CSD,32682,23666,7714,1765,27233,14976,7507,37,4741,294,-999,2512,22098
STATE,DISTRICT,2020-2021,70907,ITALY ISD,10,TRADITIONAL ISD/CSD,621,221,0,50,372,62,62,0,18,0,0,102,618
STATE,DISTRICT,2020-2021,109907,ITASCA ISD,12,TRADITIONAL ISD/CSD,616,330,0,26,454,105,88,23,41,30,-999,74,616
STATE,DISTRICT,2020-2021,119902,JACKSBORO ISD,9,TRADITIONAL ISD/CSD,1062,485,0,107,739,166,70,0,53,-999,35,128,774
STATE,DISTRICT,2020-2021,37904,JACKSONVILLE ISD,7,TRADITIONAL ISD/CSD,4668,3762,1135,259,3757,1450,429,25,347,16,-999,594,4668
STATE,DISTRICT,2020-2021,246907,JARRELL ISD,13,TRADITIONAL ISD/CSD,2305,664,110,143,962,459,218,-999,84,14,106,318,1177
STATE,DISTRICT,2020-2021,121904,JASPER ISD,5,TRADITIONAL ISD/CSD,2234,1547,15,87,1808,217,44,-999,111,84,24,292,2232
STATE,DISTRICT,2020-2021,132902,JAYTON-GIRARD ISD,17,TRADITIONAL ISD/CSD,176,32,0,10,68,-999,0,-999,0,0,0,27,176
STATE,DISTRICT,2020-2021,57819,JEAN MASSIEU ACADEMY,10,OPEN ENROLLMENT CHARTER,195,100,0,-999,141,96,94,0,0,0,-999,11,195
STATE,DISTRICT,2020-2021,155901,JEFFERSON ISD,8,TRADITIONAL ISD/CSD,1227,388,0,138,923,13,13,0,80,11,0,212,1226
STATE,DISTRICT,2020-2021,124901,JIM HOGG COUNTY ISD,1,TRADITIONAL ISD/CSD,1142,603,0,15,994,81,68,0,106,-999,35,115,1141
STATE,DISTRICT,2020-2021,221911,JIM NED CISD,14,TRADITIONAL ISD/CSD,1414,389,0,43,310,-999,-999,-999,119,11,134,156,341
STATE,DISTRICT,2020-2021,210902,JOAQUIN ISD,7,TRADITIONAL ISD/CSD,671,226,0,74,388,48,44,-999,33,-999,13,148,308
STATE,DISTRICT,2020-2021,16901,JOHNSON CITY ISD,13,TRADITIONAL ISD/CSD,614,136,0,49,227,45,45,-999,25,0,-999,69,238
STATE,DISTRICT,2020-2021,50909,JONESBORO ISD,12,TRADITIONAL ISD/CSD,313,-999,0,31,176,0,0,-999,-999,0,-999,34,313
STATE,DISTRICT,2020-2021,126905,JOSHUA ISD,11,TRADITIONAL ISD/CSD,5490,2256,257,415,2552,629,377,16,144,15,251,592,1973
STATE,DISTRICT,2020-2021,7902,JOURDANTON ISD,20,TRADITIONAL ISD/CSD,1562,659,0,97,839,50,45,-999,65,-999,10,225,1127
STATE,DISTRICT,2020-2021,15822,JUBILEE ACADEMIES,20,OPEN ENROLLMENT CHARTER,6166,3463,551,254,5099,1540,528,-999,438,101,98,503,6166
STATE,DISTRICT,2020-2021,15916,JUDSON ISD,20,TRADITIONAL ISD/CSD,23825,16985,1254,1634,16045,2496,1022,127,1448,330,3088,3295,14038
STATE,DISTRICT,2020-2021,134901,JUNCTION ISD,15,TRADITIONAL ISD/CSD,599,286,0,37,392,31,31,0,44,0,0,81,599
STATE,DISTRICT,2020-2021,102901,KARNACK ISD,7,TRADITIONAL ISD/CSD,143,69,0,-999,143,-999,-999,0,14,0,0,13,143
STATE,DISTRICT,2020-2021,128901,KARNES CITY ISD,3,TRADITIONAL ISD/CSD,1315,427,0,44,907,55,47,-999,104,22,34,161,1314
STATE,DISTRICT,2020-2021,105801,KATHERINE ANNE PORTER SCHOOL,13,OPEN ENROLLMENT CHARTER,103,35,0,-999,30,0,0,0,-999,0,-999,13,100
STATE,DISTRICT,2020-2021,101914,KATY ISD,4,TRADITIONAL ISD/CSD,84176,31146,4069,4345,28942,15895,11345,96,7068,501,566,10800,14389
STATE,DISTRICT,2020-2021,129903,KAUFMAN ISD,10,TRADITIONAL ISD/CSD,4025,2119,149,217,3029,880,413,28,253,40,27,467,1831
STATE,DISTRICT,2020-2021,126906,KEENE ISD,11,TRADITIONAL ISD/CSD,1082,475,0,48,800,203,64,-999,41,-999,-999,131,1081
STATE,DISTRICT,2020-2021,220907,KELLER ISD,11,TRADITIONAL ISD/CSD,34319,10647,835,2882,9523,3264,1813,44,2969,206,1758,3873,7253
STATE,DISTRICT,2020-2021,242905,KELTON ISD,16,TRADITIONAL ISD/CSD,119,-999,0,-999,73,-999,-999,0,0,0,-999,12,119
STATE,DISTRICT,2020-2021,129904,KEMP ISD,10,TRADITIONAL ISD/CSD,1654,703,19,109,1277,247,52,-999,77,22,11,265,1654
STATE,DISTRICT,2020-2021,131001,KENEDY COUNTY WIDE CSD,2,TRADITIONAL ISD/CSD,89,52,0,13,47,-999,-999,0,-999,0,-999,12,88
STATE,DISTRICT,2020-2021,128902,KENEDY ISD,3,TRADITIONAL ISD/CSD,725,345,0,56,576,43,43,0,45,-999,-999,115,723
STATE,DISTRICT,2020-2021,113906,KENNARD ISD,6,TRADITIONAL ISD/CSD,223,131,0,17,146,0,-999,-999,21,16,-999,39,223
STATE,DISTRICT,2020-2021,220914,KENNEDALE ISD,11,TRADITIONAL ISD/CSD,2885,1092,49,191,1398,284,235,36,254,16,132,265,2884
STATE,DISTRICT,2020-2021,175907,KERENS ISD,12,TRADITIONAL ISD/CSD,570,150,0,77,436,44,30,-999,28,-999,-999,76,570
STATE,DISTRICT,2020-2021,248901,KERMIT ISD,18,TRADITIONAL ISD/CSD,1275,609,102,24,894,260,140,-999,41,21,0,142,1275
STATE,DISTRICT,2020-2021,133903,KERRVILLE ISD,20,TRADITIONAL ISD/CSD,4781,2147,103,333,2577,356,187,20,392,60,34,576,3348
STATE,DISTRICT,2020-2021,105803,KI CHARTER ACADEMY,13,OPEN ENROLLMENT CHARTER,276,276,0,-999,271,0,0,0,0,0,0,108,276
STATE,DISTRICT,2020-2021,92902,KILGORE ISD,7,TRADITIONAL ISD/CSD,3948,2065,307,201,2527,755,316,16,169,32,24,325,1861
STATE,DISTRICT,2020-2021,14906,KILLEEN ISD,12,TRADITIONAL ISD/CSD,43838,20608,1202,2609,24305,4755,3229,259,1495,252,13044,6183,25471
STATE,DISTRICT,2020-2021,137901,KINGSVILLE ISD,2,TRADITIONAL ISD/CSD,2861,1709,50,54,2340,97,37,-999,74,-999,56,422,1977
STATE,DISTRICT,2020-2021,227820,KIPP TEXAS PUBLIC SCHOOLS,4,OPEN ENROLLMENT CHARTER,31200,13342,0,340,28169,11531,188,96,0,694,307,2679,30543
STATE,DISTRICT,2020-2021,121905,KIRBYVILLE CISD,5,TRADITIONAL ISD/CSD,1401,578,0,60,944,35,35,13,78,24,11,162,688
STATE,DISTRICT,2020-2021,101915,KLEIN ISD,4,TRADITIONAL ISD/CSD,52824,24831,3458,1878,26182,9298,5364,329,3095,71,635,5873,7256
STATE,DISTRICT,2020-2021,58905,KLONDIKE ISD,17,TRADITIONAL ISD/CSD,264,45,0,-999,72,10,-999,0,-999,0,12,14,264
STATE,DISTRICT,2020-2021,232901,KNIPPA ISD,20,TRADITIONAL ISD/CSD,456,64,0,-999,169,11,11,0,50,0,0,48,454
STATE,DISTRICT,2020-2021,138902,KNOX CITY-O'BRIEN CISD,9,TRADITIONAL ISD/CSD,239,110,0,23,157,25,25,-999,0,-999,-999,43,239
STATE,DISTRICT,2020-2021,18907,KOPPERL ISD,12,TRADITIONAL ISD/CSD,184,37,0,17,140,-999,-999,0,-999,-999,13,33,181
STATE,DISTRICT,2020-2021,100903,KOUNTZE ISD,5,TRADITIONAL ISD/CSD,1086,439,0,83,605,42,42,-999,93,16,0,154,754
STATE,DISTRICT,2020-2021,219905,KRESS ISD,16,TRADITIONAL ISD/CSD,277,165,0,29,198,15,-999,0,-999,0,0,25,277
STATE,DISTRICT,2020-2021,61905,KRUM ISD,11,TRADITIONAL ISD/CSD,2101,1134,182,141,672,269,134,-999,120,19,75,297,597
STATE,DISTRICT,2020-2021,57839,LA ACADEMIA DE ESTRELLAS,10,OPEN ENROLLMENT CHARTER,1017,739,159,22,889,693,465,0,10,0,0,121,1017
STATE,DISTRICT,2020-2021,71807,LA FE PREPARATORY SCHOOL,19,OPEN ENROLLMENT CHARTER,180,146,161,0,177,146,0,0,0,0,0,-999,180
STATE,DISTRICT,2020-2021,31905,LA FERIA ISD,1,TRADITIONAL ISD/CSD,3094,1413,267,101,2609,419,133,-999,160,233,29,411,3094
STATE,DISTRICT,2020-2021,125906,LA GLORIA ISD,2,TRADITIONAL ISD/CSD,106,-999,0,0,60,0,0,0,-999,0,0,10,106
STATE,DISTRICT,2020-2021,75902,LA GRANGE ISD,13,TRADITIONAL ISD/CSD,1876,681,55,54,990,282,153,-999,140,-999,15,230,963
STATE,DISTRICT,2020-2021,108912,LA JOYA ISD,1,TRADITIONAL ISD/CSD,26638,21400,7263,798,24831,15169,7432,24,2748,360,102,2900,26145
STATE,DISTRICT,2020-2021,101916,LA PORTE ISD,4,TRADITIONAL ISD/CSD,6999,3148,322,306,3517,743,431,27,600,80,20,840,6777
STATE,DISTRICT,2020-2021,254902,LA PRYOR ISD,20,TRADITIONAL ISD/CSD,527,287,0,16,469,31,29,0,26,-999,-999,68,527
STATE,DISTRICT,2020-2021,161906,LA VEGA ISD,12,TRADITIONAL ISD/CSD,3069,2081,243,272,2754,706,424,11,97,53,27,249,2129
STATE,DISTRICT,2020-2021,247903,LA VERNIA ISD,20,TRADITIONAL ISD/CSD,3223,1089,106,177,856,117,78,-999,247,-999,160,375,172
STATE,DISTRICT,2020-2021,108914,LA VILLA ISD,1,TRADITIONAL ISD/CSD,597,413,30,54,548,125,51,0,50,64,23,47,597
STATE,DISTRICT,2020-2021,15913,LACKLAND ISD,20,TRADITIONAL ISD/CSD,890,248,0,19,210,22,19,0,87,-999,840,123,60
STATE,DISTRICT,2020-2021,227912,LAGO VISTA ISD,13,TRADITIONAL ISD/CSD,1625,503,0,74,426,106,106,-999,121,14,17,185,21
STATE,DISTRICT,2020-2021,61912,LAKE DALLAS ISD,11,TRADITIONAL ISD/CSD,3871,1485,111,429,1783,396,189,15,328,15,36,488,2622
STATE,DISTRICT,2020-2021,111801,LAKE GRANBURY ACADEMY CHARTER SCHO,11,OPEN ENROLLMENT CHARTER,71,71,0,0,71,0,0,0,0,0,0,11,71
STATE,DISTRICT,2020-2021,227913,LAKE TRAVIS ISD,13,TRADITIONAL ISD/CSD,11001,2031,315,469,1066,720,389,22,1030,-999,59,1141,1165
STATE,DISTRICT,2020-2021,220910,LAKE WORTH ISD,11,TRADITIONAL ISD/CSD,3311,1881,261,86,2973,729,246,-999,137,17,103,358,3311
STATE,DISTRICT,2020-2021,79901,LAMAR CISD,4,TRADITIONAL ISD/CSD,36519,15623,1161,1219,18423,5679,4246,88,3239,331,29,4962,16426
STATE,DISTRICT,2020-2021,58906,LAMESA ISD,17,TRADITIONAL ISD/CSD,1729,1094,0,158,1409,92,89,14,106,30,11,227,1729
STATE,DISTRICT,2020-2021,141901,LAMPASAS ISD,12,TRADITIONAL ISD/CSD,3416,1362,0,313,1711,128,117,63,245,31,908,519,1632
STATE,DISTRICT,2020-2021,57913,LANCASTER ISD,10,TRADITIONAL ISD/CSD,7176,4136,259,140,6171,597,323,76,632,300,256,662,7176
STATE,DISTRICT,2020-2021,201903,LANEVILLE ISD,7,TRADITIONAL ISD/CSD,163,100,0,13,143,23,23,-999,10,0,-999,31,162
STATE,DISTRICT,2020-2021,107910,LAPOYNOR ISD,7,TRADITIONAL ISD/CSD,474,203,0,28,234,-999,-999,0,22,0,0,50,474
STATE,DISTRICT,2020-2021,240901,LAREDO ISD,1,TRADITIONAL ISD/CSD,22041,15267,6787,681,21284,11647,4446,20,2867,291,17,2200,22040
STATE,DISTRICT,2020-2021,245901,LASARA ISD,1,TRADITIONAL ISD/CSD,313,121,0,0,266,50,47,0,32,0,-999,34,313
STATE,DISTRICT,2020-2021,113905,LATEXO ISD,6,TRADITIONAL ISD/CSD,464,130,0,29,218,-999,-999,-999,45,-999,11,59,464
STATE,DISTRICT,2020-2021,185904,LAZBUDDIE ISD,16,TRADITIONAL ISD/CSD,182,84,0,13,122,26,25,0,-999,0,0,26,182
STATE,DISTRICT,2020-2021,61804,LEADERSHIP PREP SCHOOL,10,OPEN ENROLLMENT CHARTER,1347,216,0,42,17,72,69,0,133,-999,-999,109,0
STATE,DISTRICT,2020-2021,193902,LEAKEY ISD,20,TRADITIONAL ISD/CSD,286,49,0,26,171,18,16,0,15,0,-999,49,286
STATE,DISTRICT,2020-2021,246913,LEANDER ISD,13,TRADITIONAL ISD/CSD,40355,12772,1081,1793,7260,3263,2436,48,8259,69,531,5426,5538
STATE,DISTRICT,2020-2021,19914,LEARY ISD,8,TRADITIONAL ISD/CSD,103,35,0,-999,100,0,0,0,0,0,0,-999,103
STATE,DISTRICT,2020-2021,90902,LEFORS ISD,16,TRADITIONAL ISD/CSD,169,78,0,10,94,-999,-999,0,-999,0,0,32,169
STATE,DISTRICT,2020-2021,57846,LEGACY PREPARATORY,10,OPEN ENROLLMENT CHARTER,1513,821,44,59,1310,598,101,0,79,43,-999,138,1513
STATE,DISTRICT,2020-2021,101874,LEGACY SCHOOL OF SPORT SCIENCES,4,OPEN ENROLLMENT CHARTER,392,113,0,-999,90,-999,-999,0,0,-999,-999,26,392
STATE,DISTRICT,2020-2021,187906,LEGGETT ISD,6,TRADITIONAL ISD/CSD,204,34,0,-999,185,-999,-999,0,-999,-999,0,26,203
STATE,DISTRICT,2020-2021,145911,LEON ISD,6,TRADITIONAL ISD/CSD,735,258,0,60,419,110,105,0,39,-999,12,76,420
STATE,DISTRICT,2020-2021,74909,LEONARD ISD,10,TRADITIONAL ISD/CSD,831,323,0,64,406,49,49,0,54,11,17,98,379
STATE,DISTRICT,2020-2021,110902,LEVELLAND ISD,17,TRADITIONAL ISD/CSD,2799,1556,29,161,2024,250,90,19,136,28,21,483,2799
STATE,DISTRICT,2020-2021,201904,LEVERETTS CHAPEL ISD,7,TRADITIONAL ISD/CSD,237,120,0,15,183,64,64,0,0,0,-999,34,237
STATE,DISTRICT,2020-2021,61902,LEWISVILLE ISD,11,TRADITIONAL ISD/CSD,49361,18134,3455,2667,15469,9120,5325,28,5674,532,942,7577,19885
STATE,DISTRICT,2020-2021,144902,LEXINGTON ISD,13,TRADITIONAL ISD/CSD,1059,477,0,104,438,36,35,12,60,-999,-999,120,1055
STATE,DISTRICT,2020-2021,246908,LIBERTY HILL ISD,13,TRADITIONAL ISD/CSD,5539,1668,21,224,1194,236,196,36,337,33,217,666,369
STATE,DISTRICT,2020-2021,146906,LIBERTY ISD,5,TRADITIONAL ISD/CSD,2227,1140,182,75,1332,394,132,16,185,16,20,289,2227
STATE,DISTRICT,2020-2021,19908,LIBERTY-EYLAU ISD,8,TRADITIONAL ISD/CSD,2282,1391,0,78,1766,53,51,-999,69,13,-999,332,1631
STATE,DISTRICT,2020-2021,57807,LIFE SCHOOL,10,OPEN ENROLLMENT CHARTER,5547,2215,122,260,3238,565,321,13,258,21,339,663,5547
STATE,DISTRICT,2020-2021,15825,LIGHTHOUSE PUBLIC SCHOOLS,20,OPEN ENROLLMENT CHARTER,323,223,0,-999,250,88,84,-999,14,-999,13,31,323
STATE,DISTRICT,2020-2021,212903,LINDALE ISD,7,TRADITIONAL ISD/CSD,4148,1336,0,251,1698,155,152,27,333,24,166,643,4148
STATE,DISTRICT,2020-2021,34905,LINDEN-KILDARE CISD,8,TRADITIONAL ISD/CSD,626,180,0,50,390,29,29,0,48,0,14,81,626
STATE,DISTRICT,2020-2021,49907,LINDSAY ISD,11,TRADITIONAL ISD/CSD,489,53,0,37,48,0,0,0,32,0,19,61,42
STATE,DISTRICT,2020-2021,72909,LINGLEVILLE ISD,11,TRADITIONAL ISD/CSD,278,112,0,17,146,65,65,-999,30,0,10,34,278
STATE,DISTRICT,2020-2021,111902,LIPAN ISD,11,TRADITIONAL ISD/CSD,413,114,0,14,224,14,14,-999,13,0,-999,36,413
STATE,DISTRICT,2020-2021,181908,LITTLE CYPRESS-MAURICEVILLE CISD,5,TRADITIONAL ISD/CSD,3194,1376,0,150,1738,90,84,25,104,56,-999,458,1450
STATE,DISTRICT,2020-2021,61914,LITTLE ELM ISD,11,TRADITIONAL ISD/CSD,8108,3516,815,372,3929,1497,924,25,510,46,100,823,3368
STATE,DISTRICT,2020-2021,140904,LITTLEFIELD ISD,17,TRADITIONAL ISD/CSD,1268,490,0,49,972,109,108,-999,37,13,38,138,1268
STATE,DISTRICT,2020-2021,187907,LIVINGSTON ISD,6,TRADITIONAL ISD/CSD,3804,1798,56,120,2307,366,199,-999,152,85,-999,475,1864
STATE,DISTRICT,2020-2021,150901,LLANO ISD,13,TRADITIONAL ISD/CSD,1731,775,0,85,1131,157,154,14,69,21,99,227,820
STATE,DISTRICT,2020-2021,28902,LOCKHART ISD,13,TRADITIONAL ISD/CSD,6043,4340,734,252,4698,1868,817,28,315,105,-999,697,2802
STATE,DISTRICT,2020-2021,77902,LOCKNEY ISD,17,TRADITIONAL ISD/CSD,456,283,0,59,370,22,22,0,31,-999,17,41,208
STATE,DISTRICT,2020-2021,160905,LOHN ISD,15,TRADITIONAL ISD/CSD,102,-999,0,-999,63,-999,-999,0,0,0,-999,19,101
STATE,DISTRICT,2020-2021,141902,LOMETA ISD,12,TRADITIONAL ISD/CSD,316,139,0,31,257,41,40,-999,-999,21,10,40,316
STATE,DISTRICT,2020-2021,178906,LONDON ISD,2,TRADITIONAL ISD/CSD,1280,236,0,76,181,11,-999,0,120,0,17,66,114
STATE,DISTRICT,2020-2021,116906,LONE OAK ISD,10,TRADITIONAL ISD/CSD,967,305,0,59,371,25,25,29,80,-999,-999,156,390
STATE,DISTRICT,2020-2021,43802,LONE STAR LANGUAGE ACADEMY,10,OPEN ENROLLMENT CHARTER,206,27,0,-999,0,25,22,0,0,0,-999,13,0
STATE,DISTRICT,2020-2021,92903,LONGVIEW ISD,7,TRADITIONAL ISD/CSD,8254,4260,847,326,6503,1686,790,-999,424,-999,-999,740,2584
STATE,DISTRICT,2020-2021,83902,LOOP ISD,17,TRADITIONAL ISD/CSD,146,80,0,-999,90,13,13,0,-999,0,-999,14,146
STATE,DISTRICT,2020-2021,168902,LORAINE ISD,14,TRADITIONAL ISD/CSD,143,52,0,-999,98,-999,-999,0,11,0,-999,24,143
STATE,DISTRICT,2020-2021,161907,LORENA ISD,12,TRADITIONAL ISD/CSD,1741,619,0,156,440,29,23,14,134,-999,32,171,798
STATE,DISTRICT,2020-2021,54902,LORENZO ISD,17,TRADITIONAL ISD/CSD,229,123,0,14,182,20,17,-999,-999,-999,0,33,229
STATE,DISTRICT,2020-2021,31906,LOS FRESNOS CISD,1,TRADITIONAL ISD/CSD,10529,5281,1220,756,8466,2118,726,33,739,36,64,1413,10529
STATE,DISTRICT,2020-2021,241906,LOUISE ISD,3,TRADITIONAL ISD/CSD,493,132,0,11,318,65,65,0,17,0,0,38,356
STATE,DISTRICT,2020-2021,43919,LOVEJOY ISD,10,TRADITIONAL ISD/CSD,4206,458,0,215,148,40,36,-999,790,-999,39,386,-999
STATE,DISTRICT,2020-2021,113903,LOVELADY ISD,6,TRADITIONAL ISD/CSD,512,52,0,42,250,-999,-999,-999,26,0,0,66,286
STATE,DISTRICT,2020-2021,152901,LUBBOCK ISD,17,TRADITIONAL ISD/CSD,26451,13033,578,1086,19140,1421,944,176,2102,604,169,3434,25742
STATE,DISTRICT,2020-2021,152906,LUBBOCK-COOPER ISD,17,TRADITIONAL ISD/CSD,7115,2173,65,501,2586,198,158,21,354,127,166,753,2818
STATE,DISTRICT,2020-2021,127905,LUEDERS-AVOCA ISD,14,TRADITIONAL ISD/CSD,107,36,0,-999,80,0,0,0,-999,-999,0,21,84
STATE,DISTRICT,2020-2021,3903,LUFKIN ISD,7,TRADITIONAL ISD/CSD,7432,4464,966,490,6217,1425,802,36,911,251,-999,891,3601
STATE,DISTRICT,2020-2021,28903,LULING ISD,13,TRADITIONAL ISD/CSD,1418,957,0,59,1087,196,187,-999,54,47,-999,209,0
STATE,DISTRICT,2020-2021,100907,LUMBERTON ISD,5,TRADITIONAL ISD/CSD,4144,1069,0,270,1478,80,78,-999,211,35,68,490,1360
STATE,DISTRICT,2020-2021,57805,LUMIN EDUCATION,10,OPEN ENROLLMENT CHARTER,256,174,0,-999,160,100,98,-999,0,-999,0,24,256
STATE,DISTRICT,2020-2021,245902,LYFORD CISD,1,TRADITIONAL ISD/CSD,1449,728,78,43,1184,126,45,-999,120,63,42,141,1449
STATE,DISTRICT,2020-2021,7904,LYTLE ISD,20,TRADITIONAL ISD/CSD,1760,980,0,53,1176,246,239,24,42,15,191,190,1278
STATE,DISTRICT,2020-2021,129905,MABANK ISD,10,TRADITIONAL ISD/CSD,3544,1727,0,245,2255,191,65,33,294,-999,152,484,3544
STATE,DISTRICT,2020-2021,154901,MADISONVILLE CISD,6,TRADITIONAL ISD/CSD,2294,696,0,46,1692,357,205,10,26,0,-999,219,2294
STATE,DISTRICT,2020-2021,170906,MAGNOLIA ISD,6,TRADITIONAL ISD/CSD,13122,5605,701,894,5884,2193,735,31,688,-999,141,1638,2612
STATE,DISTRICT,2020-2021,107906,MALAKOFF ISD,7,TRADITIONAL ISD/CSD,1361,535,0,63,928,63,62,13,50,-999,20,157,1360
STATE,DISTRICT,2020-2021,109908,MALONE ISD,12,TRADITIONAL ISD/CSD,165,114,0,-999,152,70,43,0,-999,11,-999,18,165
STATE,DISTRICT,2020-2021,19910,MALTA ISD,8,TRADITIONAL ISD/CSD,219,21,0,17,95,0,0,0,16,0,0,13,219
STATE,DISTRICT,2020-2021,57844,MANARA ACADEMY,10,OPEN ENROLLMENT CHARTER,659,262,0,-999,403,252,229,0,0,-999,0,42,659
STATE,DISTRICT,2020-2021,227907,MANOR ISD,13,TRADITIONAL ISD/CSD,9238,7117,1448,292,7076,3929,1925,43,883,224,99,998,4273
STATE,DISTRICT,2020-2021,220908,MANSFIELD ISD,11,TRADITIONAL ISD/CSD,35127,11638,873,1352,14641,3770,2534,84,2414,124,979,3701,14811
STATE,DISTRICT,2020-2021,22902,MARATHON ISD,18,TRADITIONAL ISD/CSD,60,-999,0,-999,46,0,0,0,-999,0,0,-999,60
STATE,DISTRICT,2020-2021,27904,MARBLE FALLS ISD,13,TRADITIONAL ISD/CSD,4099,2299,310,192,2776,864,475,60,286,76,17,629,4044
STATE,DISTRICT,2020-2021,189901,MARFA ISD,18,TRADITIONAL ISD/CSD,294,121,0,22,293,76,61,0,-999,0,-999,33,294
